"customer_id","first_name","last_name","email","address_id","active","create_date","address","address2","district","city_id","postal_code","phone","city","country_id","country","manager_staff_id","last_update"
135,"Juanita","Mason","juanita.mason@sakilacustomer.org",139,1,"2006-02-14","943 Johannesburg Avenue","","Maharashtra",417,"5892","90921003005","Pune",44,"India",2,"2006-02-15 09:57:12"
136,"Anita","Morales","anita.morales@sakilacustomer.org",140,1,"2006-02-14","788 Atinsk Street","","Karnataka",211,"81691","146497509724","Hubli-Dharwad",44,"India",2,"2006-02-15 09:57:12"
137,"Rhonda","Kennedy","rhonda.kennedy@sakilacustomer.org",141,1,"2006-02-14","1749 Daxian Place","","Gelderland",29,"11044","963369996279","Apeldoorn",67,"Netherlands",2,"2006-02-15 09:57:12"
138,"Hazel","Warren","hazel.warren@sakilacustomer.org",142,1,"2006-02-14","1587 Sullana Lane","","Inner Mongolia",207,"85769","468060467018","Hohhot",23,"China",1,"2006-02-15 09:57:12"
139,"Amber","Dixon","amber.dixon@sakilacustomer.org",143,1,"2006-02-14","1029 Dzerzinsk Manor","","Ynlin",542,"57519","33173584456","Touliu",92,"Taiwan",1,"2006-02-15 09:57:12"
140,"Eva","Ramos","eva.ramos@sakilacustomer.org",144,1,"2006-02-14","1666 Beni-Mellal Place","","Tennessee",123,"13377","9099941466","Clarksville",103,"United States",1,"2006-02-15 09:57:12"
141,"Debbie","Reyes","debbie.reyes@sakilacustomer.org",145,1,"2006-02-14","928 Jaffna Loop","","Hiroshima",172,"93762","581852137991","Fukuyama",50,"Japan",1,"2006-02-15 09:57:12"
142,"April","Burns","april.burns@sakilacustomer.org",146,1,"2006-02-14","483 Ljubertsy Parkway","","Scotland",149,"60562","581174211853","Dundee",102,"United Kingdom",1,"2006-02-15 09:57:12"
143,"Leslie","Gordon","leslie.gordon@sakilacustomer.org",147,1,"2006-02-14","374 Bat Yam Boulevard","","Kilis",266,"97700","923261616249","Kilis",97,"Turkey",1,"2006-02-15 09:57:12"
144,"Clara","Shaw","clara.shaw@sakilacustomer.org",148,1,"2006-02-14","1027 Songkhla Manor","","Minsk",340,"30861","563660187896","Molodetno",13,"Belarus",1,"2006-02-15 09:57:12"
145,"Lucille","Holmes","lucille.holmes@sakilacustomer.org",149,1,"2006-02-14","999 Sanaa Loop","","Gauteng",491,"3439","918032330119","Soshanguve",85,"South Africa",1,"2006-02-15 09:57:12"
146,"Jamie","Rice","jamie.rice@sakilacustomer.org",150,1,"2006-02-14","879 Newcastle Way","","Michigan",499,"90732","206841104594","Sterling Heights",103,"United States",1,"2006-02-15 09:57:12"
147,"Joanne","Robertson","joanne.robertson@sakilacustomer.org",151,1,"2006-02-14","1337 Lincoln Parkway","","Saitama",555,"99457","597815221267","Urawa",50,"Japan",2,"2006-02-15 09:57:12"
148,"Eleanor","Hunt","eleanor.hunt@sakilacustomer.org",152,1,"2006-02-14","1952 Pune Lane","","Saint-Denis",442,"92150","354615066969","Saint-Denis",79,"Runion",1,"2006-02-15 09:57:12"
149,"Valerie","Black","valerie.black@sakilacustomer.org",153,1,"2006-02-14","782 Mosul Street","","Massachusetts",94,"25545","885899703621","Brockton",103,"United States",1,"2006-02-15 09:57:12"
150,"Danielle","Daniels","danielle.daniels@sakilacustomer.org",154,1,"2006-02-14","781 Shimonoseki Drive","","Michoacn de Ocampo",202,"95444","632316273199","Hidalgo",60,"Mexico",2,"2006-02-15 09:57:12"
151,"Megan","Palmer","megan.palmer@sakilacustomer.org",155,1,"2006-02-14","1560 Jelets Boulevard","","Shandong",291,"77777","189446090264","Laiwu",23,"China",2,"2006-02-15 09:57:12"
152,"Alicia","Mills","alicia.mills@sakilacustomer.org",156,1,"2006-02-14","1963 Moscow Place","","Assam",354,"64863","761379480249","Nagaon",44,"India",1,"2006-02-15 09:57:12"
153,"Suzanne","Nichols","suzanne.nichols@sakilacustomer.org",157,1,"2006-02-14","456 Escobar Way","","Jakarta Raya",232,"36061","719202533520","Jakarta",45,"Indonesia",2,"2006-02-15 09:57:12"
154,"Michele","Grant","michele.grant@sakilacustomer.org",158,1,"2006-02-14","798 Cianjur Avenue","","Shanxi",590,"76990","499408708580","Yuncheng",23,"China",2,"2006-02-15 09:57:12"
155,"Gail","Knight","gail.knight@sakilacustomer.org",159,1,"2006-02-14","185 Novi Sad Place","","Bern",72,"41778","904253967161","Bern",91,"Switzerland",1,"2006-02-15 09:57:12"
156,"Bertha","Ferguson","bertha.ferguson@sakilacustomer.org",160,1,"2006-02-14","1367 Yantai Manor","","Ondo & Ekiti",381,"21294","889538496300","Ondo",69,"Nigeria",1,"2006-02-15 09:57:12"
157,"Darlene","Rose","darlene.rose@sakilacustomer.org",161,1,"2006-02-14","1386 Nakhon Sawan Boulevard","","Pyongyang-si",420,"53502","368899174225","Pyongyang",70,"North Korea",2,"2006-02-15 09:57:12"
158,"Veronica","Stone","veronica.stone@sakilacustomer.org",162,1,"2006-02-14","369 Papeete Way","","North Carolina",187,"66639","170117068815","Greensboro",103,"United States",1,"2006-02-15 09:57:12"
159,"Jill","Hawkins","jill.hawkins@sakilacustomer.org",163,1,"2006-02-14","1440 Compton Place","","North Austria",307,"81037","931059836497","Linz",9,"Austria",1,"2006-02-15 09:57:12"
160,"Erin","Dunn","erin.dunn@sakilacustomer.org",164,1,"2006-02-14","1623 Baha Blanca Manor","","Moskova",310,"81511","149981248346","Ljubertsy",80,"Russian Federation",2,"2006-02-15 09:57:12"
161,"Geraldine","Perkins","geraldine.perkins@sakilacustomer.org",165,1,"2006-02-14","97 Shimoga Avenue","","Tel Aviv",533,"44660","177167004331","Tel Aviv-Jaffa",48,"Israel",1,"2006-02-15 09:57:12"
162,"Lauren","Hudson","lauren.hudson@sakilacustomer.org",166,1,"2006-02-14","1740 Le Mans Loop","","Pays de la Loire",297,"22853","168476538960","Le Mans",34,"France",2,"2006-02-15 09:57:12"
163,"Cathy","Spencer","cathy.spencer@sakilacustomer.org",167,1,"2006-02-14","1287 Xiangfan Boulevard","","Gifu",253,"57844","819416131190","Kakamigahara",50,"Japan",1,"2006-02-15 09:57:12"
164,"Joann","Gardner","joann.gardner@sakilacustomer.org",168,1,"2006-02-14","842 Salzburg Lane","","Adana",529,"3313","697151428760","Tarsus",97,"Turkey",2,"2006-02-15 09:57:12"
165,"Lorraine","Stephens","lorraine.stephens@sakilacustomer.org",169,1,"2006-02-14","154 Tallahassee Loop","","Xinxiang",199,"62250","935508855935","Hami",23,"China",2,"2006-02-15 09:57:12"
166,"Lynn","Payne","lynn.payne@sakilacustomer.org",170,1,"2006-02-14","710 San Felipe del Progreso Avenue","","Lilongwe",304,"76901","843801144113","Lilongwe",58,"Malawi",1,"2006-02-15 09:57:12"
167,"Sally","Pierce","sally.pierce@sakilacustomer.org",171,1,"2006-02-14","1540 Wroclaw Drive","","Maharashtra",107,"62686","182363341674","Chandrapur",44,"India",2,"2006-02-15 09:57:12"
168,"Regina","Berry","regina.berry@sakilacustomer.org",172,1,"2006-02-14","475 Atinsk Way","","Gansu",240,"59571","201705577290","Jinchang",23,"China",1,"2006-02-15 09:57:12"
169,"Erica","Matthews","erica.matthews@sakilacustomer.org",173,0,"2006-02-14","1294 Firozabad Drive","","Jiangxi",407,"70618","161801569569","Pingxiang",23,"China",2,"2006-02-15 09:57:12"
170,"Beatrice","Arnold","beatrice.arnold@sakilacustomer.org",174,1,"2006-02-14","1877 Ezhou Lane","","Rajasthan",550,"63337","264541743403","Udaipur",44,"India",1,"2006-02-15 09:57:12"
171,"Dolores","Wagner","dolores.wagner@sakilacustomer.org",175,1,"2006-02-14","316 Uruapan Street","","Perak",223,"58194","275788967899","Ipoh",59,"Malaysia",2,"2006-02-15 09:57:12"
172,"Bernice","Willis","bernice.willis@sakilacustomer.org",176,1,"2006-02-14","29 Pyongyang Loop","","Batman",58,"47753","734780743462","Batman",97,"Turkey",1,"2006-02-15 09:57:12"
173,"Audrey","Ray","audrey.ray@sakilacustomer.org",177,1,"2006-02-14","1010 Klerksdorp Way","","Steiermark",186,"6802","493008546874","Graz",9,"Austria",1,"2006-02-15 09:57:12"
174,"Yvonne","Watkins","yvonne.watkins@sakilacustomer.org",178,1,"2006-02-14","1848 Salala Boulevard","","Miranda",373,"25220","48265851133","Ocumare del Tuy",104,"Venezuela",2,"2006-02-15 09:57:12"
175,"Annette","Olson","annette.olson@sakilacustomer.org",179,1,"2006-02-14","431 Xiangtan Avenue","","Kerala",18,"4854","230250973122","Allappuzha (Alleppey)",44,"India",1,"2006-02-15 09:57:12"
176,"June","Carroll","june.carroll@sakilacustomer.org",180,1,"2006-02-14","757 Rustenburg Avenue","","Skikda",483,"89668","506134035434","Skikda",2,"Algeria",1,"2006-02-15 09:57:12"
177,"Samantha","Duncan","samantha.duncan@sakilacustomer.org",181,1,"2006-02-14","146 Johannesburg Way","","Tamaulipas",330,"54132","953689007081","Matamoros",60,"Mexico",2,"2006-02-15 09:57:12"
178,"Marion","Snyder","marion.snyder@sakilacustomer.org",182,1,"2006-02-14","1891 Rizhao Boulevard","","So Paulo",456,"47288","391065549876","Santa Brbara dOeste",15,"Brazil",2,"2006-02-15 09:57:12"
179,"Dana","Hart","dana.hart@sakilacustomer.org",183,1,"2006-02-14","1089 Iwatsuki Avenue","","Kirov",270,"35109","866092335135","Kirovo-Tepetsk",80,"Russian Federation",1,"2006-02-15 09:57:12"
180,"Stacy","Cunningham","stacy.cunningham@sakilacustomer.org",184,1,"2006-02-14","1410 Benin City Parkway","","Risaralda",405,"29747","104150372603","Pereira",24,"Colombia",2,"2006-02-15 09:57:12"
181,"Ana","Bradley","ana.bradley@sakilacustomer.org",185,1,"2006-02-14","682 Garden Grove Place","","Tennessee",333,"67497","72136330362","Memphis",103,"United States",2,"2006-02-15 09:57:12"
182,"Renee","Lane","renee.lane@sakilacustomer.org",186,1,"2006-02-14","533 al-Ayn Boulevard","","California",126,"8862","662227486184","Compton",103,"United States",1,"2006-02-15 09:57:12"
183,"Ida","Andrews","ida.andrews@sakilacustomer.org",187,1,"2006-02-14","1839 Szkesfehrvr Parkway","","Gois",317,"55709","947468818183","Luzinia",15,"Brazil",2,"2006-02-15 09:57:12"
184,"Vivian","Ruiz","vivian.ruiz@sakilacustomer.org",188,1,"2006-02-14","741 Ambattur Manor","","Noord-Brabant",438,"43310","302590383819","s-Hertogenbosch",67,"Netherlands",1,"2006-02-15 09:57:12"
185,"Roberta","Harper","roberta.harper@sakilacustomer.org",189,1,"2006-02-14","927 Barcelona Street","","Chaharmahal va Bakht",467,"65121","951486492670","Shahr-e Kord",46,"Iran",1,"2006-02-15 09:57:12"
186,"Holly","Fox","holly.fox@sakilacustomer.org",190,1,"2006-02-14","435 0 Way","","West Bengali",195,"74750","760171523969","Haldia",44,"India",2,"2006-02-15 09:57:12"
187,"Brittany","Riley","brittany.riley@sakilacustomer.org",191,1,"2006-02-14","140 Chiayi Parkway","","Sumy",506,"38982","855863906434","Sumy",100,"Ukraine",2,"2006-02-15 09:57:12"
188,"Melanie","Armstrong","melanie.armstrong@sakilacustomer.org",192,1,"2006-02-14","1166 Changhwa Street","","Caraga",62,"58852","650752094490","Bayugan",75,"Philippines",1,"2006-02-15 09:57:12"
189,"Loretta","Carpenter","loretta.carpenter@sakilacustomer.org",193,1,"2006-02-14","891 Novi Sad Manor","","Ontario",383,"5379","247646995453","Oshawa",20,"Canada",1,"2006-02-15 09:57:12"
190,"Yolanda","Weaver","yolanda.weaver@sakilacustomer.org",194,1,"2006-02-14","605 Rio Claro Parkway","","Tabora",513,"49348","352469351088","Tabora",93,"Tanzania",2,"2006-02-15 09:57:12"
191,"Jeanette","Greene","jeanette.greene@sakilacustomer.org",195,1,"2006-02-14","1077 San Felipe de Puerto Plata Place","","Rostov-na-Donu",369,"65387","812824036424","Novoterkassk",80,"Russian Federation",1,"2006-02-15 09:57:12"
192,"Laurie","Lawrence","laurie.lawrence@sakilacustomer.org",196,1,"2006-02-14","9 San Miguel de Tucumn Manor","","Uttar Pradesh",169,"90845","956188728558","Firozabad",44,"India",1,"2006-02-15 09:57:12"
193,"Katie","Elliott","katie.elliott@sakilacustomer.org",197,1,"2006-02-14","447 Surakarta Loop","","Nyanza",271,"10428","940830176580","Kisumu",52,"Kenya",2,"2006-02-15 09:57:12"
194,"Kristen","Chavez","kristen.chavez@sakilacustomer.org",198,1,"2006-02-14","345 Oshawa Boulevard","","Tokyo-to",204,"32114","104491201771","Hino",50,"Japan",2,"2006-02-15 09:57:12"
195,"Vanessa","Sims","vanessa.sims@sakilacustomer.org",199,1,"2006-02-14","1792 Valle de la Pascua Place","","Nordrhein-Westfalen",477,"15540","419419591240","Siegen",38,"Germany",1,"2006-02-15 09:57:12"
196,"Alma","Austin","alma.austin@sakilacustomer.org",200,1,"2006-02-14","1074 Binzhou Manor","","Baden-Wrttemberg",325,"36490","331132568928","Mannheim",38,"Germany",1,"2006-02-15 09:57:12"
197,"Sue","Peters","sue.peters@sakilacustomer.org",201,1,"2006-02-14","817 Bradford Loop","","Jiangsu",109,"89459","264286442804","Changzhou",23,"China",2,"2006-02-15 09:57:12"
198,"Elsie","Kelley","elsie.kelley@sakilacustomer.org",202,1,"2006-02-14","955 Bamenda Way","","Ondo & Ekiti",218,"1545","768481779568","Ikerre",69,"Nigeria",2,"2006-02-15 09:57:12"
199,"Beth","Franklin","beth.franklin@sakilacustomer.org",203,1,"2006-02-14","1149 A Corua (La Corua) Boulevard","","Haiphong",194,"95824","470884141195","Haiphong",105,"Vietnam",2,"2006-02-15 09:57:12"
200,"Jeanne","Lawson","jeanne.lawson@sakilacustomer.org",204,1,"2006-02-14","387 Mwene-Ditu Drive","","Ahal",35,"8073","764477681869","Ashgabat",98,"Turkmenistan",2,"2006-02-15 09:57:12"
201,"Vicki","Fields","vicki.fields@sakilacustomer.org",205,1,"2006-02-14","68 Molodetno Manor","","Nordrhein-Westfalen",575,"4662","146640639760","Witten",38,"Germany",1,"2006-02-15 09:57:12"
202,"Carla","Gutierrez","carla.gutierrez@sakilacustomer.org",206,1,"2006-02-14","642 Nador Drive","","Maharashtra",77,"3924","369050085652","Bhusawal",44,"India",2,"2006-02-15 09:57:12"
203,"Tara","Ryan","tara.ryan@sakilacustomer.org",207,1,"2006-02-14","1688 Nador Lane","","Sulawesi Utara",184,"61613","652218196731","Gorontalo",45,"Indonesia",1,"2006-02-15 09:57:12"
204,"Rosemary","Schmidt","rosemary.schmidt@sakilacustomer.org",208,1,"2006-02-14","1215 Pyongyang Parkway","","Usak",557,"25238","646237101779","Usak",97,"Turkey",1,"2006-02-15 09:57:12"
205,"Eileen","Carr","eileen.carr@sakilacustomer.org",209,1,"2006-02-14","1679 Antofagasta Street","","Alto Paran",122,"86599","905903574913","Ciudad del Este",73,"Paraguay",2,"2006-02-15 09:57:12"
206,"Terri","Vasquez","terri.vasquez@sakilacustomer.org",210,1,"2006-02-14","1304 s-Hertogenbosch Way","","Santa Catarina",83,"10925","90336226227","Blumenau",15,"Brazil",1,"2006-02-15 09:57:12"
207,"Gertrude","Castillo","gertrude.castillo@sakilacustomer.org",211,1,"2006-02-14","850 Salala Loop","","Kitaa",371,"10800","403404780639","Nuuk",40,"Greenland",1,"2006-02-15 09:57:12"
208,"Lucy","Wheeler","lucy.wheeler@sakilacustomer.org",212,1,"2006-02-14","624 Oshawa Boulevard","","West Bengali",51,"89959","49677664184","Balurghat",44,"India",1,"2006-02-15 09:57:12"
209,"Tonya","Chapman","tonya.chapman@sakilacustomer.org",213,1,"2006-02-14","43 Dadu Avenue","","Rajasthan",74,"4855","95666951770","Bhilwara",44,"India",2,"2006-02-15 09:57:12"
210,"Ella","Oliver","ella.oliver@sakilacustomer.org",214,1,"2006-02-14","751 Lima Loop","","Aden",7,"99405","756460337785","Aden",107,"Yemen",2,"2006-02-15 09:57:12"
211,"Stacey","Montgomery","stacey.montgomery@sakilacustomer.org",215,1,"2006-02-14","1333 Haldia Street","","Jilin",174,"82161","408304391718","Fuyu",23,"China",1,"2006-02-15 09:57:12"
212,"Wilma","Richards","wilma.richards@sakilacustomer.org",216,1,"2006-02-14","660 Jedda Boulevard","","Washington",65,"25053","168758068397","Bellevue",103,"United States",2,"2006-02-15 09:57:12"
213,"Gina","Williamson","gina.williamson@sakilacustomer.org",217,1,"2006-02-14","1001 Miyakonojo Lane","","Taizz",518,"67924","584316724815","Taizz",107,"Yemen",1,"2006-02-15 09:57:12"
214,"Kristin","Johnston","kristin.johnston@sakilacustomer.org",218,1,"2006-02-14","226 Brest Manor","","California",508,"2299","785881412500","Sunnyvale",103,"United States",1,"2006-02-15 09:57:12"
215,"Jessie","Banks","jessie.banks@sakilacustomer.org",219,1,"2006-02-14","1229 Valencia Parkway","","Haskovo",498,"99124","352679173732","Stara Zagora",17,"Bulgaria",2,"2006-02-15 09:57:12"
216,"Natalie","Meyer","natalie.meyer@sakilacustomer.org",220,1,"2006-02-14","1201 Qomsheh Manor","","Gois",28,"21464","873492228462","Aparecida de Goinia",15,"Brazil",1,"2006-02-15 09:57:12"
217,"Agnes","Bishop","agnes.bishop@sakilacustomer.org",221,1,"2006-02-14","866 Shivapuri Manor","","Uttar Pradesh",448,"22474","778502731092","Sambhal",44,"India",2,"2006-02-15 09:57:12"
218,"Vera","Mccoy","vera.mccoy@sakilacustomer.org",222,1,"2006-02-14","1168 Najafabad Parkway","","Kabol",251,"40301","886649065861","Kabul",1,"Afghanistan",1,"2006-02-15 09:57:12"
219,"Willie","Howell","willie.howell@sakilacustomer.org",223,1,"2006-02-14","1244 Allappuzha (Alleppey) Place","","Buenos Aires",567,"20657","991802825778","Vicente Lpez",6,"Argentina",2,"2006-02-15 09:57:12"
220,"Charlene","Alvarez","charlene.alvarez@sakilacustomer.org",224,1,"2006-02-14","1842 Luzinia Boulevard","","Zanzibar West",593,"94420","706878974831","Zanzibar",93,"Tanzania",2,"2006-02-15 09:57:12"
221,"Bessie","Morrison","bessie.morrison@sakilacustomer.org",225,1,"2006-02-14","1926 Gingoog Street","","Sisilia",511,"22824","469738825391","Syrakusa",49,"Italy",1,"2006-02-15 09:57:12"
222,"Delores","Hansen","delores.hansen@sakilacustomer.org",226,1,"2006-02-14","810 Palghat (Palakkad) Boulevard","","Jaroslavl",235,"73431","516331171356","Jaroslavl",80,"Russian Federation",2,"2006-02-15 09:57:12"
223,"Melinda","Fernandez","melinda.fernandez@sakilacustomer.org",227,1,"2006-02-14","1820 Maring Parkway","","Punjab",324,"88307","99760893676","Mandi Bahauddin",72,"Pakistan",1,"2006-02-15 09:57:12"
224,"Pearl","Garza","pearl.garza@sakilacustomer.org",228,1,"2006-02-14","60 Poos de Caldas Street","","Rajasthan",243,"82338","963063788669","Jodhpur",44,"India",2,"2006-02-15 09:57:12"
225,"Arlene","Harvey","arlene.harvey@sakilacustomer.org",229,1,"2006-02-14","1014 Loja Manor","","Tamil Nadu",22,"66851","460795526514","Ambattur",44,"India",1,"2006-02-15 09:57:12"
226,"Maureen","Little","maureen.little@sakilacustomer.org",230,1,"2006-02-14","201 Effon-Alaiye Way","","Asuncin",37,"64344","684192903087","Asuncin",73,"Paraguay",2,"2006-02-15 09:57:12"
227,"Colleen","Burton","colleen.burton@sakilacustomer.org",231,1,"2006-02-14","430 Alessandria Loop","","Saarland",439,"47446","669828224459","Saarbrcken",38,"Germany",1,"2006-02-15 09:57:12"
228,"Allison","Stanley","allison.stanley@sakilacustomer.org",232,1,"2006-02-14","754 Valencia Place","","Phnom Penh",406,"87911","594319417514","Phnom Penh",18,"Cambodia",2,"2006-02-15 09:57:12"
229,"Tamara","Nguyen","tamara.nguyen@sakilacustomer.org",233,1,"2006-02-14","356 Olomouc Manor","","Gois",26,"93323","22326410776","Anpolis",15,"Brazil",1,"2006-02-15 09:57:12"
230,"Joy","George","joy.george@sakilacustomer.org",234,1,"2006-02-14","1256 Bislig Boulevard","","Botosani",86,"50598","479007229460","Botosani",78,"Romania",2,"2006-02-15 09:57:12"
231,"Georgia","Jacobs","georgia.jacobs@sakilacustomer.org",235,1,"2006-02-14","954 Kimchon Place","","West Bengali",559,"42420","541327526474","Uttarpara-Kotrung",44,"India",1,"2006-02-15 09:57:12"
232,"Constance","Reid","constance.reid@sakilacustomer.org",236,1,"2006-02-14","885 Yingkou Manor","","Kaduna",596,"31390","588964509072","Zaria",69,"Nigeria",2,"2006-02-15 09:57:12"
233,"Lillie","Kim","lillie.kim@sakilacustomer.org",237,1,"2006-02-14","1736 Cavite Place","","Qina",216,"98775","431770603551","Idfu",29,"Egypt",2,"2006-02-15 09:57:12"
234,"Claudia","Fuller","claudia.fuller@sakilacustomer.org",238,1,"2006-02-14","346 Skikda Parkway","","Hawalli",233,"90628","630424482919","Jalib al-Shuyukh",53,"Kuwait",1,"2006-02-15 09:57:12"
235,"Jackie","Lynch","jackie.lynch@sakilacustomer.org",239,1,"2006-02-14","98 Stara Zagora Boulevard","","Valle",96,"76448","610173756082","Buenaventura",24,"Colombia",1,"2006-02-15 09:57:12"
236,"Marcia","Dean","marcia.dean@sakilacustomer.org",240,1,"2006-02-14","1479 Rustenburg Boulevard","","Southern Tagalog",527,"18727","727785483194","Tanza",75,"Philippines",1,"2006-02-15 09:57:12"
237,"Tanya","Gilbert","tanya.gilbert@sakilacustomer.org",241,1,"2006-02-14","647 A Corua (La Corua) Street","","Chollanam",357,"36971","792557457753","Naju",86,"South Korea",1,"2006-02-15 09:57:12"
238,"Nellie","Garrett","nellie.garrett@sakilacustomer.org",242,1,"2006-02-14","1964 Gijn Manor","","Karnataka",473,"14408","918119601885","Shimoga",44,"India",1,"2006-02-15 09:57:12"
239,"Minnie","Romero","minnie.romero@sakilacustomer.org",243,1,"2006-02-14","47 Syktyvkar Lane","","West Java",118,"22236","63937119031","Ciomas",45,"Indonesia",2,"2006-02-15 09:57:12"
240,"Marlene","Welch","marlene.welch@sakilacustomer.org",244,1,"2006-02-14","1148 Saarbrcken Parkway","","Fukushima",226,"1921","137773001988","Iwaki",50,"Japan",1,"2006-02-15 09:57:12"
241,"Heidi","Larson","heidi.larson@sakilacustomer.org",245,0,"2006-02-14","1103 Bilbays Parkway","","Hubei",578,"87660","279979529227","Xiangfan",23,"China",2,"2006-02-15 09:57:12"
242,"Glenda","Frazier","glenda.frazier@sakilacustomer.org",246,1,"2006-02-14","1246 Boksburg Parkway","","Hebei",422,"28349","890283544295","Qinhuangdao",23,"China",1,"2006-02-15 09:57:12"
243,"Lydia","Burke","lydia.burke@sakilacustomer.org",247,1,"2006-02-14","1483 Pathankot Street","","Tucumn",454,"37288","686015532180","San Miguel de Tucumn",6,"Argentina",1,"2006-02-15 09:57:12"
244,"Viola","Hanson","viola.hanson@sakilacustomer.org",248,1,"2006-02-14","582 Papeete Loop","","Central Visayas",294,"27722","569868543137","Lapu-Lapu",75,"Philippines",2,"2006-02-15 09:57:12"
245,"Courtney","Day","courtney.day@sakilacustomer.org",249,1,"2006-02-14","300 Junan Street","","Kyonggi",553,"81314","890289150158","Uijongbu",86,"South Korea",1,"2006-02-15 09:57:12"
246,"Marian","Mendoza","marian.mendoza@sakilacustomer.org",250,1,"2006-02-14","829 Grand Prairie Way","","Paran",328,"6461","741070712873","Maring",15,"Brazil",1,"2006-02-15 09:57:12"
247,"Stella","Moreno","stella.moreno@sakilacustomer.org",251,1,"2006-02-14","1473 Changhwa Parkway","","Mxico",124,"75933","266798132374","Coacalco de Berriozbal",60,"Mexico",1,"2006-02-15 09:57:12"
248,"Caroline","Bowman","caroline.bowman@sakilacustomer.org",252,1,"2006-02-14","1309 Weifang Street","","Florida",520,"57338","435785045362","Tallahassee",103,"United States",1,"2006-02-15 09:57:12"
249,"Dora","Medina","dora.medina@sakilacustomer.org",253,1,"2006-02-14","1760 Oshawa Manor","","Tianjin",535,"38140","56257502250","Tianjin",23,"China",2,"2006-02-15 09:57:12"
250,"Jo","Fowler","jo.fowler@sakilacustomer.org",254,1,"2006-02-14","786 Stara Zagora Way","","Oyo & Osun",390,"98332","716256596301","Oyo",69,"Nigeria",2,"2006-02-15 09:57:12"
251,"Vickie","Brewer","vickie.brewer@sakilacustomer.org",255,1,"2006-02-14","1966 Tonghae Street","","Anhalt Sachsen",198,"36481","567359279425","Halle/Saale",38,"Germany",2,"2006-02-15 09:57:12"
252,"Mattie","Hoffman","mattie.hoffman@sakilacustomer.org",256,1,"2006-02-14","1497 Yuzhou Drive","","England",312,"3433","246810237916","London",102,"United Kingdom",2,"2006-02-15 09:57:12"
253,"Terry","Carlson","terry.carlson@sakilacustomer.org",258,1,"2006-02-14","752 Ondo Loop","","Miyazaki",338,"32474","134673576619","Miyakonojo",50,"Japan",1,"2006-02-15 09:57:12"
254,"Maxine","Silva","maxine.silva@sakilacustomer.org",259,1,"2006-02-14","1338 Zalantun Lane","","Minas Gerais",413,"45403","840522972766","Poos de Caldas",15,"Brazil",2,"2006-02-15 09:57:12"
255,"Irma","Pearson","irma.pearson@sakilacustomer.org",260,1,"2006-02-14","127 Iwakuni Boulevard","","Central Luzon",192,"20777","987442542471","Hagonoy",75,"Philippines",2,"2006-02-15 09:57:12"
256,"Mabel","Holland","mabel.holland@sakilacustomer.org",261,1,"2006-02-14","51 Laredo Avenue","","Sagaing",342,"68146","884536620568","Monywa",64,"Myanmar",2,"2006-02-15 09:57:12"
257,"Marsha","Douglas","marsha.douglas@sakilacustomer.org",262,1,"2006-02-14","771 Yaound Manor","","Sofala",64,"86768","245477603573","Beira",63,"Mozambique",2,"2006-02-15 09:57:12"
258,"Myrtle","Fleming","myrtle.fleming@sakilacustomer.org",263,1,"2006-02-14","532 Toulon Street","","Santiago",460,"69517","46871694740","Santiago de los Caballeros",27,"Dominican Republic",1,"2006-02-15 09:57:12"
259,"Lena","Jensen","lena.jensen@sakilacustomer.org",264,1,"2006-02-14","1027 Banjul Place","","West Bengali",197,"50390","538241037443","Halisahar",44,"India",2,"2006-02-15 09:57:12"
260,"Christy","Vargas","christy.vargas@sakilacustomer.org",265,1,"2006-02-14","1158 Mandi Bahauddin Parkway","","Shanxi",136,"98484","276555730211","Datong",23,"China",1,"2006-02-15 09:57:12"
261,"Deanna","Byrd","deanna.byrd@sakilacustomer.org",266,1,"2006-02-14","862 Xintai Lane","","Cagayan Valley",548,"30065","265153400632","Tuguegarao",75,"Philippines",1,"2006-02-15 09:57:12"
262,"Patsy","Davidson","patsy.davidson@sakilacustomer.org",267,1,"2006-02-14","816 Cayenne Parkway","","Manab",414,"93629","282874611748","Portoviejo",28,"Ecuador",2,"2006-02-15 09:57:12"
263,"Hilda","Hopkins","hilda.hopkins@sakilacustomer.org",268,1,"2006-02-14","1831 Nam Dinh Loop","","National Capital Reg",323,"51990","322888976727","Mandaluyong",75,"Philippines",1,"2006-02-15 09:57:12"
264,"Gwendolyn","May","gwendolyn.may@sakilacustomer.org",269,1,"2006-02-14","446 Kirovo-Tepetsk Lane","","Osaka",203,"19428","303967439816","Higashiosaka",50,"Japan",1,"2006-02-15 09:57:12"
265,"Jennie","Terry","jennie.terry@sakilacustomer.org",270,1,"2006-02-14","682 Halisahar Place","","Severn Morava",378,"20536","475553436330","Olomouc",26,"Czech Republic",2,"2006-02-15 09:57:12"
266,"Nora","Herrera","nora.herrera@sakilacustomer.org",271,1,"2006-02-14","1587 Loja Manor","","Salzburg",447,"5410","621625204422","Salzburg",9,"Austria",2,"2006-02-15 09:57:12"
267,"Margie","Wade","margie.wade@sakilacustomer.org",272,1,"2006-02-14","1762 Paarl Parkway","","Hunan",298,"53928","192459639410","Lengshuijiang",23,"China",1,"2006-02-15 09:57:12"
268,"Nina","Soto","nina.soto@sakilacustomer.org",273,1,"2006-02-14","1519 Ilorin Place","","Kerala",395,"49298","357445645426","Palghat (Palakkad)",44,"India",1,"2006-02-15 09:57:12"
